"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","currentProduct","currentProject","historicalMean","predictedConsumptionAveraged"
"1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","4","5","6","7","8","9","10","11","12","1","DDGTZAF0004","CT974v2","1","1.75"
"2","1","1","1","1","1","1","1","1","1","1","1","1","3","4","5","6","7","8","9","10","11","12","1","2","DDGTZAF0004","CT974v2","1","2"
"3","1","1","1","1","1","1","1","1","1","1","1","1","4","5","6","7","8","9","10","11","12","1","2","3","DDGTZAF0004","CT974v2","1","2"
"4","0.777777777777778","1","0.777777777777778","1.55555555555556","1","1","1","0.777777777777778","1.55555555555556","0.777777777777778","1","0.777777777777778","2","3","4","5","6","7","8","9","10","11","12","1","DDGTZAF0005","CT974v2","1.28571428571429","0.933333333333333"
"5","1","0.777777777777778","1.55555555555556","1","1","1","0.777777777777778","1.55555555555556","0.777777777777778","1","0.777777777777778","0.777777777777778","3","4","5","6","7","8","9","10","11","12","1","2","DDGTZAF0005","CT974v2","1.28571428571429","1.08888888888889"
"6","0.777777777777778","1.55555555555556","1","1","1","0.777777777777778","1.55555555555556","0.777777777777778","1","0.777777777777778","0.777777777777778","1","4","5","6","7","8","9","10","11","12","1","2","3","DDGTZAF0005","CT974v2","1.28571428571429","1.16666666666667"
"7","1.55555555555556","1","1","1","0.777777777777778","1.55555555555556","0.777777777777778","1","0.777777777777778","0.777777777777778","1","0.777777777777778","5","6","7","8","9","10","11","12","1","2","3","4","DDGTZAF0005","CT974v2","1.28571428571429","1.16666666666667"
"8","1","1","1","0.875","1.75","0.875","1","0.875","0.875","1","0.875","0.875","6","7","8","9","10","11","12","1","2","3","4","5","DDGTZAF0005","CT974v2","1.14285714285714","1.4"
"9","1.01149425287356","1","1.26436781609195","0.758620689655172","1.13793103448276","1.13793103448276","0.632183908045977","1.13793103448276","0.885057471264368","1.13793103448276","1.01149425287356","0.885057471264368","1","2","3","4","5","6","7","8","9","10","11","12","DDGTBLOG1CR","CT974v2","197.727272727273","1.39080459770115"
"10","1","1.22222222222222","0.733333333333333","1.1","1.1","0.611111111111111","1.1","0.855555555555556","1.1","0.977777777777778","0.855555555555556","1.34444444444444","2","3","4","5","6","7","8","9","10","11","12","1","DDGTBLOG1CR","CT974v2","204.545454545455","1.40555555555556"
"11","1.21212121212121","0.727272727272727","1.09090909090909","1.09090909090909","0.606060606060606","1.09090909090909","0.848484848484849","1.09090909090909","0.96969696969697","0.848484848484849","1.33333333333333","1.09090909090909","3","4","5","6","7","8","9","10","11","12","1","2","DDGTBLOG1CR","CT974v2","206.25","1.47474747474747"
"12","0.727272727272727","1.09090909090909","1.09090909090909","0.606060606060606","1.09090909090909","0.848484848484849","1.09090909090909","0.96969696969697","0.848484848484849","1.33333333333333","1.09090909090909","1.21212121212121","4","5","6","7","8","9","10","11","12","1","2","3","DDGTBLOG1CR","CT974v2","206.25","1.47474747474747"
"13","1.0188679245283","1.0188679245283","0.566037735849057","1.0188679245283","0.792452830188679","1.0188679245283","0.90566037735849","0.792452830188679","1.24528301886792","1.0188679245283","1.13207547169811","1.47169811320755","5","6","7","8","9","10","11","12","1","2","3","4","DDGTBLOG1CR","CT974v2","220.833333333333","1.41509433962264"
"14","1.00934579439252","0.560747663551402","1.00934579439252","0.785046728971963","1.00934579439252","0.897196261682243","0.785046728971963","1.23364485981308","1.00934579439252","1.1214953271028","1.45794392523365","1.1214953271028","6","7","8","9","10","11","12","1","2","3","4","5","DDGTBLOG1CR","CT974v2","222.916666666667","1.4392523364486"
"15","1.44","0.48","0.48","0.48","1.92","0.96","0.96","0.96","0.96","0.96","0.96","1.44","1","2","3","4","5","6","7","8","9","10","11","12","DDGTBLOG1C2","CT974v2","208.333333333333","1.2"
"16","0.48","0.48","0.48","1.92","0.96","0.96","0.96","0.96","0.96","0.96","1.44","1.44","2","3","4","5","6","7","8","9","10","11","12","1","DDGTBLOG1C2","CT974v2","208.333333333333","1.12"
"17","0.461538461538462","0.461538461538462","1.84615384615385","0.923076923076923","0.923076923076923","0.923076923076923","0.923076923076923","0.923076923076923","0.923076923076923","1.38461538461538","1.38461538461538","0.923076923076923","3","4","5","6","7","8","9","10","11","12","1","2","DDGTBLOG1C2","CT974v2","216.666666666667","1.11538461538462"
"18","0.444444444444444","1.77777777777778","0.888888888888889","0.888888888888889","0.888888888888889","0.888888888888889","0.888888888888889","0.888888888888889","1.33333333333333","1.33333333333333","0.888888888888889","0.888888888888889","4","5","6","7","8","9","10","11","12","1","2","3","DDGTBLOG1C2","CT974v2","225","1.11111111111111"
"19","1.6551724137931","0.827586206896552","0.827586206896552","0.827586206896552","0.827586206896552","0.827586206896552","0.827586206896552","1.24137931034483","1.24137931034483","0.827586206896552","0.827586206896552","1.24137931034483","5","6","7","8","9","10","11","12","1","2","3","4","DDGTBLOG1C2","CT974v2","241.666666666667","1.06896551724138"
"20","0.888888888888889","0.888888888888889","0.888888888888889","0.888888888888889","0.888888888888889","0.888888888888889","1.33333333333333","1.33333333333333","0.888888888888889","0.888888888888889","1.33333333333333","0.888888888888889","6","7","8","9","10","11","12","1","2","3","4","5","DDGTBLOG1C2","CT974v2","225","1.24074074074074"
"21","0.936170212765957","1","1.17021276595745","0.468085106382979","1.40425531914894","0.936170212765957","0.936170212765957","1.40425531914894","0.936170212765957","0.936170212765957","0.936170212765957","0.936170212765957","1","2","3","4","5","6","7","8","9","10","11","12","DDGTBLOG1C3","CT974v2","427.272727272727","1.01418439716312"
"22","1","1.12244897959184","0.448979591836735","1.3469387755102","0.897959183673469","0.897959183673469","1.3469387755102","0.897959183673469","0.897959183673469","0.897959183673469","0.897959183673469","1.3469387755102","2","3","4","5","6","7","8","9","10","11","12","1","DDGTBLOG1C3","CT974v2","445.454545454545","0.972789115646258"
"23","1.13207547169811","0.452830188679245","1.35849056603774","0.90566037735849","0.90566037735849","1.35849056603774","0.90566037735849","0.90566037735849","0.90566037735849","0.90566037735849","1.35849056603774","0.90566037735849","3","4","5","6","7","8","9","10","11","12","1","2","DDGTBLOG1C3","CT974v2","441.666666666667","1.0188679245283"
"24","0.48","1.44","0.96","0.96","1.44","0.96","0.96","0.96","0.96","1.44","0.96","0.48","4","5","6","7","8","9","10","11","12","1","2","3","DDGTBLOG1C3","CT974v2","416.666666666667","1.2"
"25","1.33333333333333","0.888888888888889","0.888888888888889","1.33333333333333","0.888888888888889","0.888888888888889","0.888888888888889","0.888888888888889","1.33333333333333","0.888888888888889","0.444444444444444","1.33333333333333","5","6","7","8","9","10","11","12","1","2","3","4","DDGTBLOG1C3","CT974v2","450","1.14814814814815"
"26","0.923076923076923","0.923076923076923","1.38461538461538","0.923076923076923","0.923076923076923","0.923076923076923","0.923076923076923","1.38461538461538","0.923076923076923","0.461538461538462","1.38461538461538","0.923076923076923","6","7","8","9","10","11","12","1","2","3","4","5","DDGTBLOG1C3","CT974v2","433.333333333333","1.23076923076923"
"27","0.212765957446809","1","1","0.425531914893617","1.27659574468085","1.06382978723404","0.851063829787234","1.27659574468085","0.851063829787234","1.70212765957447","1.27659574468085","1.06382978723404","1","2","3","4","5","6","7","8","9","10","11","12","DDGTBLOG2C-","CT974v2","4.7","1.27659574468085"
"28","1","1","0.384615384615385","1.15384615384615","0.961538461538461","0.769230769230769","1.15384615384615","0.769230769230769","1.53846153846154","1.15384615384615","0.961538461538461","1.15384615384615","2","3","4","5","6","7","8","9","10","11","12","1","DDGTBLOG2C-","CT974v2","5.2","1.21794871794872"
"29","1","0.385964912280702","1.15789473684211","0.964912280701754","0.771929824561404","1.15789473684211","0.771929824561404","1.54385964912281","1.15789473684211","0.964912280701754","1.15789473684211","0.964912280701754","3","4","5","6","7","8","9","10","11","12","1","2","DDGTBLOG2C-","CT974v2","5.18181818181818","1.22222222222222"
